id_acciones_presencia,fecha_hecho,fuente,municipio,departamento,region,pdet,pnis,zona,evento,tipo_accion,accion,acciones_tradicionales,aux_responsable,subgrupo_responsable,total_victimas,descripcion_hecho,actor_consolidado,tipo_accion_clean,departamento_clean,municipio_clean,largo_texto,renta_ilicita_identificada,afecta_sector_privado,llave_geo,impactos_sectoriales,sectores_afectados_lista
20203,2026-07-30,blu radio,Policarpa,Nariño,Pacífico,True,False,Rural,Acciones de los grupos armados al margen de la ley,Reten ilegal,Otra,False,"policia nacional, desconocido",,1,"en policarpa, narino, un patrullero de la policia, alvaro jair pistala garrido, fue secuestrado por hombres armados en el sector de la vereda altamira. el uniformado se movilizaba en un transporte intermunicipal cuando el vehiculo fue interceptado en un reten ilegal instalado por entre 10 y 15 hombres armados, quienes hicieron descender a los pasajeros y revisaron sus telefonos e informacion personal. tras identificar al patrullero, lo obligaron a bajar del vehiculo y se lo llevaron con rumbo desconocido. los demas pasajeros fueron liberados posteriormente. la policia atribuyo preliminarmente el hecho a integrantes de un grupo armado ilegal sin identificar una estructura en particular. ","policia nacional, desconocido",Reten ilegal,Nariño,Policarpa,104,Ninguna,False,Policarpa - Nariño,{},Ninguno
20188,2026-07-29,caracol radio,El Zulia,Norte De Santander,Andina,False,False,Rural,Acciones de los grupos armados al margen de la ley,Emboscada,Ataques contra la fuerza publica,True,"policia nacional, desconocido",,0,"en el zulia, norte de santander, fue atacada la caravana en la que se movilizaba el comandante de la policia de norte de santander, coronel jorge bernal, cuando se dirigia hacia sardinata. la emboscada comenzo con la activacion de un artefacto explosivo contra los vehiculos oficiales, seguida de disparos de fusil desde la parte alta de la montana. dos uniformados de transito que integraban el esquema de seguridad, edison duque y freyman urena, resultaron gravemente heridos y uno de los vehiculos sufrio danos severos. la policia y el ejercito desplegaron operaciones para asegurar la zona y localizar a los responsables.","policia nacional, desconocido",Emboscada,Norte De Santander,El Zulia,100,Ninguna,False,El Zulia - Norte De Santander,{},Ninguno
20190,2026-07-29,el pais,Caloto,Cauca,Pacífico,True,False,,Acciones de los grupos armados al margen de la ley,Reten ilegal,Otra,False,disidencias de las farc,frente dagoberto ramos; disidencias de las farc,1,"en caloto, cauca, comunidades indigenas denunciaron la instalacion de un reten ilegal por parte de presuntos integrantes de las disidencias de las farc, frente dagoberto ramos, en la via que comunica los sectores de la selva y toez. segun la denuncia, hombres armados retuvieron temporalmente e intimidaron a un joven indigena, a quien habrian amenazado con quitarle su motocicleta. posteriormente, los hombres armados abandonaron el sector antes de la llegada del ejercito. la fuerza publica desplego operaciones de verificacion y seguridad en la zona, ante informacion sobre la posible instalacion de artefactos explosivos improvisados en el corredor.",disidencias de las farc,Reten ilegal,Cauca,Caloto,97,Ninguna,False,Caloto - Cauca,{},Ninguno
20191,2026-07-29,el pais,Caloto,Cauca,Pacífico,True,False,,Acciones de los grupos armados al margen de la ley,Amenaza,Otra,False,disidencias de las farc,frente dagoberto ramos; disidencias de las farc,0,"en caloto, cauca, comunidades indigenas denunciaron la instalacion de un reten ilegal por parte de presuntos integrantes de las disidencias de las farc, frente dagoberto ramos, en la via que comunica los sectores de la selva y toez. segun la denuncia, hombres armados retuvieron temporalmente e intimidaron a un joven indigena, a quien habrian amenazado con quitarle su motocicleta. posteriormente, los hombres armados abandonaron el sector antes de la llegada del ejercito. la fuerza publica desplego operaciones de verificacion y seguridad en la zona, ante informacion sobre la posible instalacion de artefactos explosivos improvisados en el corredor.",disidencias de las farc,Amenaza,Cauca,Caloto,97,Ninguna,False,Caloto - Cauca,{},Ninguno
20192,2026-07-29,ejercito nacional,Garzón,Huila,Andina,False,False,Urbana,Acciones de los grupos armados al margen de la ley,Desmovilizacion/ entrega voluntaria,Otra,False,"otro grupo armado ilegal, ejercito nacional",frente carlos eduardo escobar; coordinadora guerrillera del pacifico,0,"en garzon, huila, un integrante de un grupo armado ilegal, conocido como alias “piloso”, se presento voluntariamente ante tropas del ejercito nacional para iniciar su retorno a la legalidad. segun el ejercito, habria pertenecido durante aproximadamente dos anos y medio a la estructura ivan rios, frente carlos eduardo escobar, de la coordinadora guerrillera del pacifico, donde se desempenaba como guerrillero raso y reemplazante de escuadra. al momento de su entrega, hizo entrega de una pistola calibre 7,65 mm, un proveedor y siete cartuchos.","otro grupo armado ilegal, ejercito nacional",Desmovilizacion/ entrega voluntaria,Huila,Garzón,83,Ninguna,False,Garzón - Huila,{},Ninguno
20193,2026-07-29,ejercito nacional,Garzón,Huila,Andina,False,False,Urbana,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"otro grupo armado ilegal, ejercito nacional",frente carlos eduardo escobar; coordinadora guerrillera del pacifico,0,"en garzon, huila, un integrante de un grupo armado ilegal, conocido como alias “piloso”, se presento voluntariamente ante tropas del ejercito nacional para iniciar su retorno a la legalidad. segun el ejercito, habria pertenecido durante aproximadamente dos anos y medio a la estructura ivan rios, frente carlos eduardo escobar, de la coordinadora guerrillera del pacifico, donde se desempenaba como guerrillero raso y reemplazante de escuadra. al momento de su entrega, hizo entrega de una pistola calibre 7,65 mm, un proveedor y siete cartuchos.","otro grupo armado ilegal, ejercito nacional",Incautacion,Huila,Garzón,83,Ninguna,False,Garzón - Huila,{},Ninguno
20195,2026-07-29,ejercito nacional,Donmatías,Antioquia,Andina,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Mineria,Otra,False,"otro grupo armado ilegal, ejercito nacional, policia nacional",edwin roman velasquez; clan del golfo,6,"en la vereda la montera, del municipio de donmatias en antioquia, durante una operacion conjunta entre el ejercito y la policia nacional. se intervinieron seis unidades de produccion minera ilegal utilizadas para la extraccion ilicita de minerales. durante la operacion fueron capturadas seis personas, quienes fueron puestas a disposicion de la autoridad competente para el proceso de judicializacion. asimismo, los soldados y policias destruyeron cuatro dragas artesanales tipo buzo, sellaron dos socavones e incautaron dos motores diesel empleados para las labores de extraccion, debilitando significativamente esta actividad ilicita que afecta los recursos naturales y financia organizaciones armadas ilegales. estos recursos fortalecerian las finanzas del gao clan del golfo, subestructura edwin roman velasquez.","otro grupo armado ilegal, ejercito nacional, policia nacional",Mineria,Antioquia,Donmatías,112,Ninguna,False,Donmatías - Antioquia,"{""Minero"": ""Negativo""}",Minero
20196,2026-07-29,ejercito nacional,Donmatías,Antioquia,Andina,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Captura,Otra,False,"otro grupo armado ilegal, ejercito nacional, policia nacional",edwin roman velasquez; clan del golfo,6,"en la vereda la montera, del municipio de donmatias en antioquia, durante una operacion conjunta entre el ejercito y la policia nacional. se intervinieron seis unidades de produccion minera ilegal utilizadas para la extraccion ilicita de minerales. durante la operacion fueron capturadas seis personas, quienes fueron puestas a disposicion de la autoridad competente para el proceso de judicializacion. asimismo, los soldados y policias destruyeron cuatro dragas artesanales tipo buzo, sellaron dos socavones e incautaron dos motores diesel empleados para las labores de extraccion, debilitando significativamente esta actividad ilicita que afecta los recursos naturales y financia organizaciones armadas ilegales. estos recursos fortalecerian las finanzas del gao clan del golfo, subestructura edwin roman velasquez.","otro grupo armado ilegal, ejercito nacional, policia nacional",Captura,Antioquia,Donmatías,112,Ninguna,False,Donmatías - Antioquia,"{""Minero"": ""Negativo""}",Minero
20206,2026-07-29,el tiempo,Tarazá,Antioquia,Andina,True,True,,Acciones de los grupos armados al margen de la ley,Enfrentamiento,Enfrentamientos,True,"eln, otro grupo armado ilegal",clan del golfo,5,"en taraza, antioquia, se registraron enfrentamientos entre el eln y el clan del golfo que dejaron al menos cinco personas muertas, tras varias detonaciones de explosivos. el hecho estaria relacionado con la disputa entre ambas estructuras armadas por el control territorial en la zona. las autoridades investigan lo ocurrido y buscan establecer las circunstancias y la identidad de las victimas.","eln, otro grupo armado ilegal",Enfrentamiento,Antioquia,Tarazá,60,Ninguna,False,Tarazá - Antioquia,{},Ninguno
20208,2026-07-29,el tiempo,Tarazá,Antioquia,Andina,True,True,Rural,Acciones de los grupos armados al margen de la ley,Activacion de artefacto explosivo,Ataque a infraestructura y bienes civiles,True,eln,,0,"en taraza, antioquia, se registraron enfrentamientos entre el eln y el clan del golfo que dejaron al menos cinco personas muertas, tras varias detonaciones de explosivos. el hecho estaria relacionado con la disputa entre ambas estructuras armadas por el control territorial en la zona. las autoridades investigan lo ocurrido y buscan establecer las circunstancias y la identidad de las victimas.",eln,Activacion de artefacto explosivo,Antioquia,Tarazá,60,Ninguna,False,Tarazá - Antioquia,{},Ninguno
20183,2026-07-28,el espectador,Tibú,Norte De Santander,Andina,True,True,,Acciones de la fuerza publica y otros servidores publicos,Amenaza,Otra,False,"ejercito nacional, policia nacional, desconocido",,0,"l 28 de julio de 2026, en el corregimiento de la gabarra, tibu (norte de santander), fue capturado un ciudadano extranjero durante una operacion del ejercito y la policia. la persona es senalada del delito de fabricacion, trafico, porte o tenencia de armas y municiones. durante el procedimiento fueron incautados dos artefactos explosivos improvisados, una pistola 9 mm, 16 cartuchos y un celular. segun el analisis de las autoridades, los artefactos tenian caracteristicas que permitirian utilizarlos en una accion terrorista, y las labores de inteligencia apuntan a que el posible objetivo eran integrantes de la fuerza publica que realizan operaciones de seguridad en la gabarra. el caso quedo en manos de las autoridades judiciales y continua la investigacion sobre el posible ataque.","ejercito nacional, policia nacional, desconocido",Amenaza,Norte De Santander,Tibú,122,Ninguna,False,Tibú - Norte De Santander,{},Ninguno
20184,2026-07-28,pulzo,Popayán,Cauca,Pacífico,False,False,Urbana,Acciones de la fuerza publica y otros servidores publicos,Captura,Otra,False,"ejercito nacional, otro funcionario publico, disidencias de las farc",frente carlos patino; estado mayor central,1,"en popayan, cauca, fueron capturadas tres personas senaladas por la fiscalia de participar en el ataque con un dron cargado con explosivos contra el canton militar jose hilario lopez, ocurrido el 25 de abril. los capturados son leonardo garcia ramirez, alias “toche”, presunto integrante del frente carlos patino del emc y encargado de la logistica del atentado; fabian andres tumbo ulcue, alias “michael”, senalado de recibir entrenamiento en drones y explosivos; y yeli marcela usnas campo, quien presuntamente ocultaba un detonador electrico utilizado para activar explosivos. durante las capturas tambien fueron incautadas dos granadas de uso exclusivo de las fuerzas militares, panfletos del emc, licencias de conduccion falsas y un detonador electrico.","ejercito nacional, otro funcionario publico, disidencias de las farc",Captura,Cauca,Popayán,112,Ninguna,False,Popayán - Cauca,"{""Energético"": ""Negativo""}",Energético
20185,2026-07-28,pulzo,Popayán,Cauca,Pacífico,False,False,Urbana,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"ejercito nacional, policia nacional, disidencias de las farc",frente carlos patino; estado mayor central,0,"en popayan, cauca, fueron capturadas tres personas senaladas por la fiscalia de participar en el ataque con un dron cargado con explosivos contra el canton militar jose hilario lopez, ocurrido el 25 de abril. los capturados son leonardo garcia ramirez, alias “toche”, presunto integrante del frente carlos patino del emc y encargado de la logistica del atentado; fabian andres tumbo ulcue, alias “michael”, senalado de recibir entrenamiento en drones y explosivos; y yeli marcela usnas campo, quien presuntamente ocultaba un detonador electrico utilizado para activar explosivos. durante las capturas tambien fueron incautadas dos granadas de uso exclusivo de las fuerzas militares, panfletos del emc, licencias de conduccion falsas y un detonador electrico.","ejercito nacional, policia nacional, disidencias de las farc",Incautacion,Cauca,Popayán,112,Ninguna,False,Popayán - Cauca,"{""Energético"": ""Negativo""}",Energético
20189,2026-07-28,blu radio,Salgar,Antioquia,Andina,False,False,Rural,Acciones de los grupos armados al margen de la ley,Hostigamiento,Ataques contra la fuerza publica,True,"otro grupo armado ilegal, policia nacional",clan del golfo,0,"en salgar, antioquia, hombres armados que se movilizaban en motocicletas y que, segun las autoridades, pertenecerian al clan del golfo, se enfrentaron con unidades de la policia en las afueras del municipio, en la via entre penalisa y el casco urbano. los uniformados identificaron a entre seis y ocho hombres portando fusiles y se produjo un intercambio de disparos de aproximadamente cinco minutos. los sujetos huyeron hacia la vereda clara. no se reportaron policias heridos ni otras afectaciones. las autoridades reforzaron la seguridad con unidades de policia y ejercito.","otro grupo armado ilegal, policia nacional",Hostigamiento,Antioquia,Salgar,89,Ninguna,False,Salgar - Antioquia,{},Ninguno
20179,2026-07-27,ejercito nacional,Tello,Huila,Andina,False,False,,Acciones de la fuerza publica y otros servidores publicos,Desmovilizacion/ entrega voluntaria,Otra,False,disidencias de las farc,bloque occidental comandante jacobo arenas; estado mayor central,0,"como resultado de las operaciones permanentes adelantadas por el ejercito nacional, tropas del batallon de artilleria de campana n.º 9, en tello, huila, lograron el sometimiento voluntario a la justicia de un sujeto que manifesto pertenecer al grupo armado organizado residual, gao-r, bloque occidental jacobo arenas, estructura carlos patino, columna movil fardey diaz.el hombre, identificado con el alias de samir, aseguro desempenarse como explosivista de esta estructura ilegal. su decision de abandonar la organizacion criminal y acogerse a la justicia se produjo como consecuencia de la presion operacional ejercida por la fuerza publica en el departamento del cauca.",disidencias de las farc,Desmovilizacion/ entrega voluntaria,Huila,Tello,98,Ninguna,False,Tello - Huila,{},Ninguno
20182,2026-07-27,ejercito nacional,Albania,Caquetá,Amazonia,True,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Destruccion de laboratorios,Otra,False,"ejercito nacional, disidencias de las farc",frente comandante raul reyes; estado mayor de bloques y frentes,0,"en zona rural del municipio de albania, en caqueta, el ejercito ubico y destruyo dos laboratorios clandestinos y un deposito ilegal utilizados para el procesamiento y almacenamiento de pasta base de coca, pertenecientes a la estructura raul reyes. durante el desarrollo de las operaciones militares fueron destruidas dos infraestructuras clandestinas acondicionadas para el procesamiento de pasta base de coca, donde fueron hallados cerca de 140 galones de pasta base de coca en proceso, 100 galones de gasolina, mas de 40 kilogramos de insumos quimicos y una importante cantidad de hoja de coca lista para su transformacion, ademas de canecas, recipientes y demas elementos empleados para la produccion del alcaloide.de igual forma, los soldados ubicaron un deposito ilegal en el que se almacenaban aproximadamente 150 galones de pasta base de coca liquida, evitando que este estupefaciente continuara su cadena de produccion y comercializacion hacia mercados ilegales.","ejercito nacional, disidencias de las farc",Destruccion de laboratorios,Caquetá,Albania,145,Narcotráfico,False,Albania - Caquetá,"{""Hidrocarburos"": ""Negativo"", ""Agropecuario"": ""Negativo""}","Hidrocarburos, Agropecuario"
20186,2026-07-27,minuto 30,Andes,Antioquia,Andina,False,False,Rural,Acciones de los grupos armados al margen de la ley,Masacre,Otra,True,"otro grupo armado ilegal, desconocido",clan del golfo,3,"en el corregimiento santa ines, del municipio de andes, antioquia, un ataque armado ocurrido en la noche del 27 de julio de 2026 dejo tres personas muertas, entre ellas posiblemente un menor de edad. los habitantes reportaron varias detonaciones de arma de fuego. las autoridades senalaron que no adelantaban operaciones en la zona al momento del ataque. el comandante de la policia antioquia, coronel luis fernando munoz, explico que, segun la informacion preliminar, el hecho estaria relacionado con una confrontacion entre el clan del golfo y otro grupo armado ilegal que delinque en esa zona del departamento. entre las victimas, se hallo a un menor de edad.","otro grupo armado ilegal, desconocido",Masacre,Antioquia,Andes,107,Ninguna,False,Andes - Antioquia,{},Ninguno
20180,2026-07-26,caracol radio,San Carlos,Antioquia,Andina,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Mineria,Otra,False,"ejercito nacional, policia nacional",,0,"el ejercito y la policia intervinieron dos unidades de mineria ilegal de oro ubicadas en un afluente de la vereda la honda, en san carlos, antioquia. en el lugar fueron encontradas retroexcavadoras, dos dragas tipo buzo, cuatro motores, mangueras de succion y compresores, con una afectacion economica estimada en $900 millones. segun las autoridades, estas unidades podian extraer alrededor de 3.744 gramos de oro mensualmente, equivalentes a unos $2.000 millones, y la actividad generaba graves afectaciones ambientales sobre las fuentes hidricas, la fauna y la flora.","ejercito nacional, policia nacional",Mineria,Antioquia,San Carlos,86,Minería,False,San Carlos - Antioquia,"{""Minero"": ""Negativo"", ""Ambiental"": ""Negativo""}","Minero, Ambiental"
20181,2026-07-26,caracol radio,San Carlos,Antioquia,Andina,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"ejercito nacional, policia nacional",,0,"el ejercito y la policia intervinieron dos unidades de mineria ilegal de oro ubicadas en un afluente de la vereda la honda, en san carlos, antioquia. en el lugar fueron encontradas retroexcavadoras, dos dragas tipo buzo, cuatro motores, mangueras de succion y compresores, con una afectacion economica estimada en $900 millones. segun las autoridades, estas unidades podian extraer alrededor de 3.744 gramos de oro mensualmente, equivalentes a unos $2.000 millones, y la actividad generaba graves afectaciones ambientales sobre las fuentes hidricas, la fauna y la flora","ejercito nacional, policia nacional",Incautacion,Antioquia,San Carlos,86,Minería,False,San Carlos - Antioquia,"{""Minero"": ""Negativo"", ""Ambiental"": ""Negativo""}","Minero, Ambiental"
20175,2026-07-26,ejercito nacional,Santiago,Norte De Santander,Andina,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Desactivacion de artefactos explosivos,Otra,False,"eln, ejercito nacional, policia nacional",frente juan fernando porras martinez; eln,0,"el ejercito y la policia ubicaron en la vereda cacahuala, municipio de santiago, norte de santander, un deposito perteneciente presuntamente al frente juan fernando porras martinez del eln. alli encontraron dos cilindros preparados con anfo, aproximadamente 100 kg adicionales de anfo y tres dispositivos explosivos con sistemas de iniciacion electricos. posteriormente, el material fue destruido de manera controlada.","eln, ejercito nacional, policia nacional",Desactivacion de artefactos explosivos,Norte De Santander,Santiago,58,Ninguna,False,Santiago - Norte De Santander,{},Ninguno
20177,2026-07-26,la fm,Sácama,Casanare,Orinoquía,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Combate,Acciones de la fuerza publica,True,"eln, ejercito nacional, fuerza aerea, otro funcionario publico",frente adonay ardila pinilla; eln,1,"en zona rural de sacama, casanare, tropas del ejercito sostuvieron combates con integrantes del frente adonay ardila pinilla y comisiones mixtas del eln, durante una operacion militar conjunta. como resultado, murio un integrante del grupo armado. las autoridades tambien incautaron un dron acondicionado para el lanzamiento de explosivos, dos minas antipersonal artesanales, granadas, un arma, proveedores y 2.000 cartuchos","eln, ejercito nacional, fuerza aerea, otro funcionario publico",Combate,Casanare,Sácama,59,Ninguna,False,Sácama - Casanare,"{""Agropecuario"": ""Negativo""}",Agropecuario
20178,2026-07-26,la fm,Sácama,Casanare,Orinoquía,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"eln, ejercito nacional, fuerza aerea, otro funcionario publico",frente adonay ardila pinilla; eln,1,"en zona rural de sacama, casanare, tropas del ejercito sostuvieron combates con integrantes del frente adonay ardila pinilla y comisiones mixtas del eln, durante una operacion militar conjunta. como resultado, murio un integrante del grupo armado. las autoridades tambien incautaron un dron acondicionado para el lanzamiento de explosivos, dos minas antipersonal artesanales, granadas, un arma, proveedores y 2.000 cartuchos","eln, ejercito nacional, fuerza aerea, otro funcionario publico",Incautacion,Casanare,Sácama,59,Ninguna,False,Sácama - Casanare,"{""Agropecuario"": ""Negativo""}",Agropecuario
